X,Y,Pop,ele,Distance=5000 Number of People=1000,Distance=10000 Number of People=1000,Distance=15000 Number of People=1000,Distance=20000 Number of People=1000,Distance=25000 Number of People=1000,Distance=30000 Number of People=2000,Distance=35000 Number of People=2000,Distance=40000 Number of People=2000,Distance=45000 Number of People=2000,Distance=50000 Number of People=3000
2762634.02,-3637024.013,103.3907956,0,0,0,0,0,0,0,0,0,0,0
2450672.279,-3802060.861,39.0867642,0,0,0,0,0,0,0,0,0,0,0
397762.7573,779997.2703,30797.15875,1,1,1,1,1,1,1,1,1,1,1
3507316.886,-2908782.869,5622.189728,1,1,1,1,1,1,1,1,1,1,1
-528059.1835,1215314.746,5790.637025,0,0,0,1,1,1,1,1,1,1,1
4191620.059,-61649.6198,40038.39765,0,0,1,1,1,1,1,1,1,1,1
1967634.744,-2743492.726,10.40147789,0,0,0,0,0,0,0,0,0,0,0
1172635.469,1154273.417,9024.008406,0,0,0,1,1,1,1,1,1,1,1
1122319.059,1133950.408,2731.0842,0,0,0,1,1,1,1,1,1,1,1
3497253.603,-2536631.294,172.5644721,0,0,0,0,0,0,0,0,0,0,0
-1343185.023,1625438.564,2119.079612,0,0,0,1,1,1,1,1,1,1,1
3537506.732,1958385.195,562.0796155,0,0,0,0,0,0,0,0,0,0,0
2631811.354,-3613631.397,26.47813059,0,0,0,0,0,0,0,0,0,0,0
1555040.184,1133950.408,2936.37656,0,0,0,1,1,1,1,1,1,1,1
3628076.269,68299.5958,41653.752,0,0,1,1,1,1,1,1,1,1,1
3044405.915,-3256530.525,817.0394581,0,0,0,0,0,0,0,0,0,0,0
1031749.521,468567.1252,17302.49832,1,1,1,1,1,1,1,1,1,1,1
749977.6263,1062910.465,11840.82171,0,0,0,1,1,1,1,1,1,1,1
3638139.551,238285.7155,27954.06321,0,0,0,1,1,1,1,1,1,1,1
4161430.214,-1732440.82,10125.57991,0,0,0,1,1,1,1,1,1,1,1
729851.0625,1103487.732,3349.558424,0,0,0,1,1,1,1,1,1,1,1
3789088.78,58303.1751,21988.57612,0,0,1,1,1,1,1,1,1,1,1
1665736.285,-1951412.446,2127.107095,1,1,1,1,1,1,1,1,1,1,1
4272126.315,-652573.7853,2858.83704,0,0,0,1,1,1,1,1,1,1,1
2571431.662,-3766502.267,57.99971462,0,0,0,0,0,0,0,0,0,0,0
4121177.085,-1919996.147,8008.070035,0,0,0,1,1,1,1,1,1,1,1
3879658.318,1532629.578,243.4358898,0,0,0,0,0,0,0,0,0,0,0
-185907.5969,719595.4558,1464.638726,0,0,0,1,1,1,1,1,1,1,1
4060797.393,-61649.6198,24343.49143,0,0,1,1,1,1,1,1,1,1,1
-477742.7737,1256071.413,10950.09911,0,0,0,1,1,1,1,1,1,1,1
-65148.2135,981885.3116,196.650794,0,0,0,0,0,0,0,0,0,0,0
3748835.653,-421817.018,6028.074955,0,0,0,1,1,1,1,1,1,1,1
2007887.872,-2787392.905,15.60221684,0,0,0,0,0,0,0,0,0,0,0
1122319.059,1378660.68,16488.56365,0,0,0,1,1,1,1,1,1,1,1
2802887.148,-1993374.296,3636.037794,0,0,0,0,0,1,1,1,1,1,1
1233015.161,1276469.144,4221.137612,0,0,0,1,1,1,1,1,1,1,1
3185291.862,-1815604.635,1408.073459,0,0,0,1,1,1,1,1,1,1,1
3789088.78,-995392.4496,9687.656281,0,0,0,1,1,1,1,1,1,1,1
3114848.888,-1722066.31,4313.338951,0,0,0,1,1,1,1,1,1,1,1
528585.4234,911120.8869,10648.77898,0,0,0,1,1,1,1,1,1,1,1
2148773.82,-3188535.973,1.733579649,0,0,0,0,0,0,0,0,0,0,0
4181556.777,-251638.0328,998.1046668,0,0,0,0,0,0,0,0,0,0,0
2641874.636,-783369.4038,9738.107505,0,0,0,1,1,1,1,1,1,1,1
3819278.626,-2820401.506,6262.652301,0,0,0,1,1,1,1,1,1,1,1
2017951.154,-2809390.612,8.667898245,0,0,0,0,0,0,0,0,0,0,0
-658881.8496,779997.2703,8367.615345,1,1,1,1,1,1,1,1,1,1,1
3497253.603,-2375142.137,2768.480523,0,0,0,1,1,1,1,1,1,1,1
3104785.607,-1815604.635,13679.70101,0,0,0,1,1,1,1,1,1,1,1
2199090.23,-3313459.545,139.9558331,0,0,0,0,0,0,0,0,0,0,0
206560.3996,739721.7917,38250.62037,0,0,0,1,1,1,1,1,1,1,1
2168900.384,-3336300.461,61.7823047,0,0,0,0,0,0,0,0,0,0,0
4121177.085,719595.4558,31815.88798,0,0,0,1,1,1,1,1,1,1,1
3909848.164,-2765427.046,6800.11873,1,1,1,1,1,1,1,1,1,1,1
3457000.476,-2997701.813,21.08276798,0,0,0,0,0,0,0,0,0,0,0
3014216.069,-1919996.147,7325.546731,0,0,0,1,1,1,1,1,1,1,1
1816685.515,-441855.9353,1271.65952,0,0,0,1,1,1,1,1,1,1,1
820420.5998,719595.4558,18174.56929,0,0,0,1,1,1,1,1,1,1,1
3859531.754,-1784382.805,6.599170082,0,0,0,0,0,0,0,0,0,0,0
2611684.79,-803520.3132,5836.095213,0,0,0,1,1,1,1,1,1,1,1
4282189.597,-712902.7266,2550.685448,0,0,0,1,1,1,1,1,1,1,1
3255734.837,-2831420.481,366.9112381,0,0,0,0,0,0,0,0,0,0,0
2360102.741,-3897417.153,73.13007496,0,0,0,0,0,0,0,0,0,0,0
3547570.013,-1878179.586,5847.426362,1,1,1,1,1,1,1,1,1,1,1
3376494.22,-1453842.263,980.3043071,0,0,0,0,0,0,0,0,0,0,0
3708582.525,-2014387.272,2861.694163,0,0,0,1,1,1,1,1,1,1,1
2158837.101,-3578626.324,23.95640386,0,0,0,0,0,0,0,0,0,0,0
3678392.679,-471922.7623,10958.50044,0,0,0,1,1,1,1,1,1,1,1
2651937.918,-793443.8469,3329.040227,0,0,0,1,1,1,1,1,1,1,1
548711.9871,1194955.367,11971.45653,0,0,0,1,1,1,1,1,1,1,1
3779025.499,-1341164.932,475.1402459,0,0,0,0,0,0,0,0,0,0,0
4211746.623,1317304.51,38525.58924,0,0,0,1,1,1,1,1,1,1,1
2893456.685,-3336300.461,51.69539781,0,0,0,0,0,0,0,0,0,0,0
508458.8596,810224.6548,41997.05337,0,0,0,1,1,1,1,1,1,1,1
4463328.672,-1371851.724,4718.559785,0,0,0,1,1,1,1,1,1,1,1
4151366.931,1286672.955,23601.40508,0,0,0,1,1,1,1,1,1,1,1
4433138.827,-391766.5822,60874.45329,0,0,0,1,1,1,1,1,1,1,1
931116.7013,1368425.848,14239.19535,0,0,0,1,1,1,1,1,1,1,1
-487806.056,578904.5175,8753.923547,0,0,0,1,1,1,1,1,1,1,1
3054469.197,-2375142.137,324.9715536,0,0,0,0,0,0,0,0,0,0,0
3557633.296,-1826021.535,2532.743138,0,0,0,1,1,1,1,1,1,1,1
-34958.3675,1235686.688,16141.75268,0,0,0,1,1,1,1,1,1,1,1
3225544.99,-3637024.013,4790.01991,1,1,1,1,1,1,1,1,1,1,1
-558249.0296,941433.9853,727.6968466,0,0,0,0,0,0,0,0,0,0,0
709724.4979,679364.5422,24745.09249,0,0,0,1,1,1,1,1,1,1,1
2178963.666,-3897417.153,617.823047,0,0,0,0,0,0,0,0,0,0,0
2189026.947,-3933379.997,42452.00851,1,1,1,1,1,1,1,1,1,1,1
-1202299.075,1501766.607,466.244139,0,0,0,0,0,0,0,0,0,0,0
3326177.81,-2140929.975,2497.564929,0,0,0,1,1,1,1,1,1,1,1
-1141919.384,1491486.847,2683.23502,0,0,0,1,1,1,1,1,1,1,1
2662001.2,-803520.3132,4603.117351,0,0,0,1,1,1,1,1,1,1,1
4362695.852,-351713.0877,23.17324268,0,0,0,0,0,0,0,0,0,0,0
2168900.384,-2525817.023,1.733579649,0,0,0,0,0,0,0,0,0,0,0
3577759.859,1615109.725,4736.114507,0,0,0,1,1,1,1,1,1,1,1
1132382.341,38310.748,166.5004663,0,0,0,0,0,0,0,0,0,0,0
3044405.915,-2964292.892,9262.302252,1,1,1,1,1,1,1,1,1,1,1
2933709.813,-2820401.506,238.3031753,0,0,0,0,0,0,0,0,0,0,0
1514787.055,-995392.4496,7794.536272,1,1,1,1,1,1,1,1,1,1,1
3567696.577,-2997701.813,7962.628579,0,0,0,1,1,1,1,1,1,1,1
649344.8067,689419.6163,3802.697955,0,0,0,1,1,1,1,1,1,1,1
2682127.764,-3279272.657,312.6941136,0,0,0,0,0,0,0,0,0,0,0
1353774.545,1032506.287,16272.19973,0,0,0,1,1,1,1,1,1,1,1
3577759.859,308323.4655,6423.887683,0,0,0,1,1,1,1,1,1,1,1
3889721.601,-1711696.359,9166.247245,0,0,0,1,1,1,1,1,1,1,1
2148773.82,-3590283.569,28.99985731,0,0,0,0,0,0,0,0,0,0,0
3899784.882,-532089.3692,6084.306998,0,0,0,1,1,1,1,1,1,1,1
4382822.417,-381751.7864,299.5969232,0,0,0,0,0,0,0,0,0,0,0
1534913.62,-421817.018,3256.74427,0,0,0,1,1,1,1,1,1,1,1
2229280.076,-3909392.224,603.9535501,0,0,0,0,0,0,0,0,0,0,0
3577759.859,-2942063.361,1473.988199,0,0,0,1,1,1,1,1,1,1,1
3648202.833,238285.7155,34164.44925,0,0,0,1,1,1,1,1,1,1,1
3356367.656,-2864526.279,506.8670712,0,0,0,0,0,0,0,0,0,0,0
4402948.981,-411799.1734,18975.57529,0,0,0,1,1,1,1,1,1,1,1
-1393501.433,1164439.371,2721.984494,0,0,0,1,1,1,1,1,1,1,1
3436873.912,-1940935.152,8024.638545,0,0,0,1,1,1,1,1,1,1,1
3145038.734,-2407318.053,439.0019115,0,0,0,0,0,0,0,0,0,0,0
1504723.774,1062910.465,874.8793177,0,0,0,0,0,0,0,0,0,0,0
1132382.341,58303.1751,220.4372371,0,0,0,0,0,0,0,0,0,0,0
3718645.807,-1899077.708,1198.963572,0,0,0,1,1,1,1,1,1,1,1
2380229.305,-682730.4464,1938.918128,1,1,1,1,1,1,1,1,1,1,1
4020544.266,-743091.329,15286.11843,0,0,0,1,1,1,1,1,1,1,1
3457000.476,-2732537.296,46230.81601,1,1,1,1,1,1,1,1,1,1,1
4342569.289,1491486.847,1511.846348,1,1,1,1,1,1,1,1,1,1,1
2893456.685,-1198362.315,1595.618409,0,0,0,1,1,1,1,1,1,1,1
-105401.341,1093339.224,2058.688,0,0,0,0,0,1,1,1,1,1,1
4101050.522,689419.6163,31006.97954,0,0,0,1,1,1,1,1,1,1,1
3849468.472,-995392.4496,34794.13861,0,0,0,1,1,1,1,1,1,1,1
3457000.476,-2601667.211,11011.11973,1,1,1,1,1,1,1,1,1,1,1
3094722.324,-3222490.113,83.21698185,0,0,0,0,0,0,0,0,0,0,0
2068267.564,-2140929.975,12.13505754,0,0,0,0,0,0,0,0,0,0,0
4362695.852,810224.6548,19510.9423,0,0,0,1,1,1,1,1,1,1,1
2973962.941,-2471850.838,145.6769033,0,0,0,0,0,0,0,0,0,0,0
2883393.403,-3921379.82,364.3895114,0,0,0,0,0,0,0,0,0,0,0
1031749.521,438501.4554,116.6505757,0,0,0,0,0,0,0,0,0,0,0
4040670.829,-1639231.823,3774.847828,0,0,0,1,1,1,1,1,1,1,1
2007887.872,-3031189.273,3.467159298,0,0,0,0,0,0,0,0,0,0,0
1504723.774,850556.8808,150.8412617,0,0,0,0,0,0,0,0,0,0,0
3054469.197,-3405065.618,3936.750274,0,0,0,1,1,1,1,1,1,1,1
468205.7309,1358194.574,5574.432698,0,0,0,1,1,1,1,1,1,1,1
4171493.495,-1773985.049,3478.252641,0,0,0,1,1,1,1,1,1,1,1
2843140.275,-2798387.757,276.4125858,0,0,0,0,0,0,0,0,0,0,0
3457000.476,-2897706.224,11314.9878,1,1,1,1,1,1,1,1,1,1,1
3859531.754,58303.1751,58567.06041,0,0,1,1,1,1,1,1,1,1,1
1937444.898,-2119782.889,15.60221684,0,0,0,0,0,0,0,0,0,0,0
3275861.4,-321682.3907,83506.69531,0,0,0,1,1,1,1,1,1,1,1
689597.9342,1083193.528,10863.10173,0,0,0,1,1,1,1,1,1,1,1
3779025.499,-1566978.974,26024.92708,0,0,0,1,1,1,1,1,1,1,1
3869595.036,-1722066.31,13781.26686,0,0,0,1,1,1,1,1,1,1,1
-1373374.869,1666797.022,3397.489965,0,0,0,1,1,1,1,1,1,1,1
156243.9906,800146.8278,6779.985411,0,0,0,1,1,1,1,1,1,1,1
-1816159.275,1728967.278,17312.53288,0,0,0,1,1,1,1,1,1,1,1
4131240.368,2190348.907,233.540122,0,0,0,0,0,0,0,0,0,0,0
4141303.649,709535.0454,8032.566811,0,0,0,1,1,1,1,1,1,1,1
4221809.905,1286672.955,22193.76309,0,0,0,1,1,1,1,1,1,1,1
3547570.013,1906033.269,562.0796155,0,0,0,0,0,0,0,0,0,0,0
3185291.862,-1474377.287,3099.098389,0,0,0,1,1,1,1,1,1,1,1
-1645083.483,1832953.902,3962.892293,0,0,0,1,1,1,1,1,1,1,1
146180.7079,1133950.408,1246.221134,0,0,0,1,1,1,1,1,1,1,1
2259469.922,-3416562.319,69.34748487,0,0,0,0,0,0,0,0,0,0,0
3446937.193,-2809390.612,54725.25247,1,1,1,1,1,1,1,1,1,1,1
588965.1146,1184780.32,6841.998683,0,0,0,1,1,1,1,1,1,1,1
3950101.292,-2014387.272,1276.258075,1,1,1,1,1,1,1,1,1,1,1
1746242.541,-2428801.939,3.467159298,0,0,0,0,0,0,0,0,0,0,0
3487190.322,-2547452.66,93.47242241,0,0,0,0,0,0,0,0,0,0,0
4141303.649,-1867738.066,4831.80522,0,0,0,1,1,1,1,1,1,1,1
3275861.4,-2798387.757,16922.04717,1,1,1,1,1,1,1,1,1,1,1
-960780.3087,1419636.164,447.5943735,0,0,0,0,0,0,0,0,0,0,0
2048141.0,-3849641.015,631.692544,0,0,0,0,0,0,0,0,0,0,0
-165781.0331,669311.1966,1991.089289,0,0,0,1,1,1,1,1,1,1,1
840547.1636,1174608.331,37882.05655,0,0,0,1,1,1,1,1,1,1,1
1987761.309,-2215129.717,8.667898245,0,0,0,0,0,0,0,0,0,0,0
3346304.374,38310.748,52676.29763,0,0,1,1,1,1,1,1,1,1,1
2551305.099,-733026.6052,12774.61769,0,0,0,1,1,1,1,1,1,1,1
3597886.423,-3267896.708,7389.920161,1,1,1,1,1,1,1,1,1,1,1
4282189.597,790071.0423,12303.17951,0,0,0,1,1,1,1,1,1,1,1
3970227.856,-2003878.087,2565.098976,0,0,0,1,1,1,1,1,1,1,1
226686.9642,1512050.295,203590.8169,1,1,1,1,1,1,1,1,1,1,1
4453265.391,-1330943.008,1092.908324,0,0,0,1,1,1,1,1,1,1,1
2802887.148,-944817.9159,1631.882464,0,0,0,1,1,1,1,1,1,1,1
3084659.043,-2930961.397,6796.053517,1,1,1,1,1,1,1,1,1,1,1
488332.2946,1388899.099,5119.251998,0,0,0,1,1,1,1,1,1,1,1
1534913.62,-1382087.754,105469.0601,1,1,1,1,1,1,1,1,1,1,1
2138710.538,-3405065.618,59.26057798,0,0,0,0,0,0,0,0,0,0,0
2038077.718,-2151512.226,494.0702,0,0,0,0,0,0,0,0,0,0,0
770104.19,528731.1861,23693.89043,0,0,0,1,1,1,1,1,1,1,1
4161430.214,-853933.897,29.2406621,0,0,0,0,0,0,0,0,0,0,0
3034342.633,-3359181.531,1270.950268,1,1,1,1,1,1,1,1,1,1,1
3205418.426,-1805192.567,9105.690234,0,0,0,1,1,1,1,1,1,1,1
-809831.0789,779997.2703,2495.730666,0,0,0,1,1,1,1,1,1,1,1
1263205.007,438501.4554,15822.24274,1,1,1,1,1,1,1,1,1,1,1
679534.6527,1133950.408,11404.01153,0,0,0,1,1,1,1,1,1,1,1
1937444.898,-3154666.912,36.40517263,0,0,0,0,0,0,0,0,0,0,0
3145038.734,-1443580.458,12155.77341,0,0,0,1,1,1,1,1,1,1,1
4402948.981,-1701330.936,2196.601927,0,0,0,1,1,1,1,1,1,1,1
3426810.63,-3177236.891,2831.899109,1,1,1,1,1,1,1,1,1,1,1
3044405.915,-1188186.238,3242.006496,0,0,0,1,1,1,1,1,1,1,1
3306051.246,-2088105.308,4477.028503,0,0,0,1,1,1,1,1,1,1,1
800294.0361,528731.1861,28568.20214,0,0,0,1,1,1,1,1,1,1,1
2490925.407,-4005648.445,118.521156,0,0,0,0,0,0,0,0,0,0,0
1957571.463,-2193900.048,183.7594428,0,0,0,0,0,0,0,0,0,0,0
4644467.747,1052773.044,8590.678313,0,0,0,1,1,1,1,1,1,1,1
3658266.114,238285.7155,27870.33708,0,0,0,1,1,1,1,1,1,1,1
-1836285.84,1646109.114,259638.316,1,1,1,1,1,1,1,1,1,1,1
2923646.531,-301666.0331,5942.469773,0,0,0,1,1,1,1,1,1,1,1
2792823.865,-914502.4327,1300.670764,0,0,0,1,1,1,1,1,1,1,1
1746242.541,-491973.2452,6167.306913,0,0,0,1,1,1,1,1,1,1,1
2863266.839,-3873504.366,324.0418839,0,0,0,0,0,0,0,0,0,0,0
2390292.587,-2482630.173,35.48539953,0,0,0,0,0,0,0,0,0,0,0
3024279.351,-2504209.624,175.559345,0,0,0,0,0,0,0,0,0,0,0
3980291.138,-954927.8795,868.2227361,0,0,0,0,0,0,0,0,0,0,0
-668945.131,729657.6954,5650.880451,0,0,0,1,1,1,1,1,1,1,1
971369.8296,779997.2703,10716.13756,1,1,1,1,1,1,1,1,1,1,1
3205418.426,-3695704.166,42111.5754,1,1,1,1,1,1,1,1,1,1,1
3607949.705,78296.1905,44475.32274,0,0,1,1,1,1,1,1,1,1,1
3275861.4,-1888626.123,3156.067796,0,0,0,1,1,1,1,1,1,1,1
3708582.525,-2024901.883,2861.694163,0,0,0,1,1,1,1,1,1,1,1
3446937.193,-3177236.891,4250.370391,1,1,1,1,1,1,1,1,1,1,1
4443202.108,-1690970.012,9719.334384,0,0,0,1,1,1,1,1,1,1,1
1867001.924,-481947.3939,5778.072725,0,0,0,1,1,1,1,1,1,1,1
1756305.823,-1972382.773,7135.413835,0,0,0,1,1,1,1,1,1,1,1
3124912.171,-3120881.746,1297.428399,1,1,1,1,1,1,1,1,1,1,1
3768962.216,1440145.999,2909.355757,0,0,0,1,1,1,1,1,1,1,1
1434280.8,-451877.0589,342.328233,0,0,0,0,0,0,0,0,0,0,0
1856938.643,-411799.1734,1880.89564,0,0,0,1,1,1,1,1,1,1,1
-779641.2329,679364.5422,2544.24379,0,0,0,1,1,1,1,1,1,1,1
3145038.734,-2688792.88,559.8233324,0,0,0,0,0,0,0,0,0,0,0
3648202.833,1522337.942,4593.61545,0,0,0,1,1,1,1,1,1,1,1
850610.4459,1194955.367,15400.62054,0,0,0,1,1,1,1,1,1,1,1
1987761.309,-2536631.294,1.733579649,0,0,0,0,0,0,0,0,0,0,0
3678392.679,-1878179.586,1934.160125,0,0,0,1,1,1,1,1,1,1,1
2309786.332,-2525817.023,35.48539953,0,0,0,0,0,0,0,0,0,0,0
3789088.78,118284.7919,78941.18608,0,0,1,1,1,1,1,1,1,1,1
2148773.82,-3969456.583,617.823047,0,0,0,0,0,0,0,0,0,0,0
3275861.4,-3098404.333,1035.16882,0,0,0,1,1,1,1,1,1,1,1
-819894.3604,1409386.813,3594.742312,0,0,0,1,1,1,1,1,1,1,1
1514787.055,-602345.4947,11592.4095,0,0,0,1,1,1,1,1,1,1,1
-1796032.711,1947904.422,475.0177122,0,0,0,0,0,0,0,0,0,0,0
4463328.672,-1423068.125,4828.210127,0,0,0,1,1,1,1,1,1,1,1
3919911.446,68299.5958,32331.63923,0,0,1,1,1,1,1,1,1,1,1
1806622.233,-2278964.967,67.60960631,0,0,0,0,0,0,0,0,0,0,0
2571431.662,-3683945.232,28.99985731,0,0,0,0,0,0,0,0,0,0,0
3507316.886,-3336300.461,6627.097827,1,1,1,1,1,1,1,1,1,1,1
2843140.275,-3957418.322,1622.731146,1,1,1,1,1,1,1,1,1,1,1
2098457.41,-4017738.282,232944.506,1,1,1,1,1,1,1,1,1,1,1
-266413.8523,1093339.224,22727.50583,0,0,0,1,1,1,1,1,1,1,1
2883393.403,-3359181.531,684.6488052,0,0,0,0,0,0,0,0,0,0,0
2078330.846,-3885454.553,2040.076919,1,1,1,1,1,1,1,1,1,1,1
1524850.338,860645.2992,1745.736202,0,0,0,1,1,1,1,1,1,1,1
3054469.197,-1711696.359,1356.83028,0,0,0,1,1,1,1,1,1,1,1
3487190.322,-1919996.147,7287.036234,0,0,0,1,1,1,1,1,1,1,1
3718645.807,-2257661.907,2985.724877,0,0,0,1,1,1,1,1,1,1,1
1182698.751,1123793.297,13292.09291,0,0,0,1,1,1,1,1,1,1,1
3245671.554,-1566978.974,1303.359136,0,0,0,1,1,1,1,1,1,1,1
3185291.862,-1464107.863,3319.666858,0,0,0,1,1,1,1,1,1,1,1
3980291.138,-481947.3939,28745.82012,0,0,0,1,1,1,1,1,1,1,1
3064532.478,-3245174.06,176.5208706,0,0,0,0,0,0,0,0,0,0,0
4392885.698,769925.4841,3090.80737,0,0,0,1,1,1,1,1,1,1,1
4000417.702,-753157.9452,2469.711306,0,0,0,1,1,1,1,1,1,1,1
3929974.728,-2776406.014,2572.289163,0,0,0,1,1,1,1,1,1,1,1
3346304.374,-3188535.973,1045.255727,0,0,0,1,1,1,1,1,1,1,1
2551305.099,-652573.7853,6665.333265,0,0,0,1,1,1,1,1,1,1,1
4121177.085,-361725.0646,104096.7571,0,0,0,1,1,1,1,1,1,1,1
1907255.053,-2109217.989,13.86863719,0,0,0,0,0,0,0,0,0,0,0
4503581.8,1245877.439,10086.62908,0,0,0,1,1,1,1,1,1,1,1
3597886.423,-1773985.049,852.0370812,0,0,0,0,0,0,0,0,0,0,0
3950101.292,1553224.93,366.1434115,0,0,0,0,0,0,0,0,0,0,0
1756305.823,-2353724.392,1.733579649,0,0,0,0,0,0,0,0,0,0,0
1836812.078,-2601667.211,208.0295579,0,0,0,0,0,0,0,0,0,0,0
3467063.757,-2765427.046,4114.197148,1,1,1,1,1,1,1,1,1,1,1
3487190.322,2031899.581,364.164258,0,0,0,0,0,0,0,0,0,0,0
2883393.403,-2798387.757,265.2066701,0,0,0,0,0,0,0,0,0,0,0
3960164.574,58303.1751,5505.300368,0,0,1,1,1,1,1,1,1,1,1
126054.1442,931327.2451,4701.597026,0,0,0,1,1,1,1,1,1,1,1
4312379.443,1563528.705,15801.97345,0,0,0,1,1,1,1,1,1,1,1
1182698.751,1154273.417,9024.008406,0,0,0,1,1,1,1,1,1,1,1
3114848.888,-2471850.838,194.2358711,0,0,0,0,0,0,0,0,0,0,0
1867001.924,-502000.3433,5451.696232,0,0,0,1,1,1,1,1,1,1,1
-206034.161,679364.5422,1907.103013,0,0,0,1,1,1,1,1,1,1,1
921053.4194,779997.2703,15261.82105,0,0,0,1,1,1,1,1,1,1,1
3446937.193,-2831420.481,3270.679559,1,1,1,1,1,1,1,1,1,1,1
-628692.0035,679364.5422,9995.500142,0,0,0,1,1,1,1,1,1,1,1
1434280.8,1286672.955,1973.810479,0,0,0,1,1,1,1,1,1,1,1
810357.3184,2105682.498,598.7336281,0,0,0,0,0,0,0,0,0,0,0
860673.7281,1215314.746,15400.62054,0,0,0,1,1,1,1,1,1,1,1
4070860.676,-823679.417,2678.894504,0,0,0,1,1,1,1,1,1,1,1
4131240.368,-41657.1083,36809.04076,0,0,1,1,1,1,1,1,1,1,1
2058204.282,-3098404.333,1.733579649,0,0,0,0,0,0,0,0,0,0,0
2058204.282,-562190.5322,7530.835372,0,0,0,1,1,1,1,1,1,1,1
3909848.164,-71646.0954,90474.96034,0,0,1,1,1,1,1,1,1,1,1
3426810.63,-3267896.708,7740.440175,1,1,1,1,1,1,1,1,1,1,1
3346304.374,-2056478.597,3466.533112,0,0,0,1,1,1,1,1,1,1,1
4040670.829,1022376.899,19321.9615,0,0,0,1,1,1,1,1,1,1,1
1987761.309,-2930961.397,5.200738947,0,0,0,0,0,0,0,0,0,0,0
-538122.4658,689419.6163,1735.691738,0,0,0,1,1,1,1,1,1,1,1
1776432.387,-481947.3939,5865.106456,0,0,0,1,1,1,1,1,1,1,1
3034342.633,-2088105.308,320.3527462,0,0,0,0,0,0,0,0,0,0,0
-1765842.865,1780901.463,882.9007901,0,0,0,0,0,0,0,0,0,0,0
538648.7048,961654.7224,6115.342498,0,0,0,1,1,1,1,1,1,1,1
2199090.23,-3393579.237,129.8689262,0,0,0,0,0,0,0,0,0,0,0
1474533.928,1317304.51,4270.12567,0,0,0,1,1,1,1,1,1,1,1
-1403564.715,971768.7718,11163.61507,0,0,0,1,1,1,1,1,1,1,1
2843140.275,-3359181.531,90.78216201,0,0,0,0,0,0,0,0,0,0,0
-507932.6198,1225499.132,2443.837503,0,0,0,1,1,1,1,1,1,1,1
2209153.511,-3290658.416,132.3906529,0,0,0,0,0,0,0,0,0,0,0
2994089.505,-1218723.781,2236.283377,1,1,1,1,1,1,1,1,1,1,1
-65148.2135,860645.2992,5248.118065,0,0,0,0,0,1,1,1,1,1,1
277003.374,1501766.607,4880.154254,0,0,0,1,1,1,1,1,1,1,1
4211746.623,-241634.4401,5914.142578,0,0,0,1,1,1,1,1,1,1,1
4624341.184,1337742.594,787.7143355,0,0,0,0,0,0,0,0,0,0,0
2319849.613,-3921379.82,81.95611848,0,0,0,0,0,0,0,0,0,0,0
2621748.072,-3648737.243,28.99985731,0,0,0,0,0,0,0,0,0,0,0
3064532.478,-2439553.969,158.7504716,0,0,0,0,0,0,0,0,0,0,0
3648202.833,1760113.811,866.8692662,0,0,0,0,0,0,0,0,0,0,0
-628692.0035,709535.0454,10699.83882,0,0,0,1,1,1,1,1,1,1,1
890863.5734,1256071.413,36357.30326,0,0,0,1,1,1,1,1,1,1,1
4352632.571,-371737.9551,28.13893754,0,0,0,0,0,0,0,0,0,0,0
4231873.187,1307090.611,24616.95607,0,0,0,1,1,1,1,1,1,1,1
3024279.351,-3849641.015,17016.61192,1,1,1,1,1,1,1,1,1,1,1
2339976.177,-3885454.553,73.13007496,0,0,0,0,0,0,0,0,0,0,0
3577759.859,148279.2887,1312.407161,0,0,1,1,1,1,1,1,1,1,1
3929974.728,-1673.1464,13723.52536,0,0,1,1,1,1,1,1,1,1,1
4151366.931,2179745.057,233.540122,0,0,0,0,0,0,0,0,0,0,0
3527443.449,-3064756.401,31986.9975,0,0,0,1,1,1,1,1,1,1,1
931116.7013,1532629.578,13697.21971,0,0,0,1,1,1,1,1,1,1,1
4453265.391,1256071.413,19664.59958,0,0,0,1,1,1,1,1,1,1,1
3396620.784,-211627.2222,102411.4758,0,0,0,1,1,1,1,1,1,1,1
4251999.751,820304.5461,35563.71269,0,0,0,1,1,1,1,1,1,1,1
-145654.4694,578904.5175,2173.400963,1,1,1,1,1,1,1,1,1,1,1
2007887.872,-2986556.834,5.200738947,0,0,0,0,0,0,0,0,0,0,0
4463328.672,-1300297.857,2151.663262,0,0,0,1,1,1,1,1,1,1,1
4332506.007,-341701.9999,6.62092648,0,0,0,0,0,0,0,0,0,0,0
-4768.5214,679364.5422,15797.61379,0,0,0,1,1,1,1,1,1,1,1
-65148.2135,1307090.611,5478.418815,0,0,0,1,1,1,1,1,1,1,1
1373901.108,-502000.3433,855.8205824,0,0,0,0,0,0,0,0,0,0,0
-1232488.921,1532629.578,454.5880356,0,0,0,0,0,0,0,0,0,0,0
-356983.3904,1276469.144,8618.570313,0,0,0,1,1,1,1,1,1,1,1
1997824.59,-3873504.366,173630.9718,1,1,1,1,1,1,1,1,1,1,1
2571431.662,-1188186.238,3133.214331,1,1,1,1,1,1,1,1,1,1,1
2611684.79,-712902.7266,11411.08923,0,0,0,1,1,1,1,1,1,1,1
3044405.915,-2151512.226,187.8611783,0,0,0,0,0,0,0,0,0,0,0
3255734.837,-3053558.437,1671.904817,1,1,1,1,1,1,1,1,1,1,1
